,Topic,Count,Name
1497,1496,16,1496_basketball vaccination_basketball coronavirus_irving locker room_nets fined
1498,1497,16,1497_language gender_pronouns_english language gender_language languages gender
1499,1498,16,1498_pollution deaths_air pollution deaths_air pollution air_pollution air pollution
1500,1499,16,1499_domestic violence_ncov domestic violence_violence quarantines_abuse neglect coronavirus
1501,1500,16,1500_african american museum_museums appointments executive_museums appointments_museums art black
1502,1501,16,1501_newspapers carl bernstein_carl bernstein_newspapers carl_times journalists
1503,1502,16,1502_shareholder rights activism_shareholder democracy_rights activism corporate_activist investors
1504,1503,16,1503_mandalorian_mandalorian season_television mandalorian_television mandalorian season
1505,1504,16,1504_maine covid case_county maine covid_county maine_maine covid
1506,1505,16,1505_architecture_art architecture_architecture design_architecture panorama
1507,1506,16,1506_sickle cell_sickle cell anemia_sickle cell disease_genetics heredity
1508,1507,16,1507_television royal_television royal families_royal families_royal families television
1509,1508,16,1508_rice cooking cookbooks_rice cooking_cooking cookbooks rice_cookbooks rice
1510,1509,16,1509_jong un_kim jong_kim jong un_north korean
1511,1510,16,1510_westminster kennel club_westminster kennel_westminster dog show_westminster dog
1512,1511,16,1511_nightclubs_nightlife_nightclubs dancing_bars nightclubs dancing
1513,1512,16,1512_adam schiff_schiff united states_impeachment adam schiff_adam schiff former
1514,1513,16,1513_guantánamo_detainees_detainees united states_military forces coronavirus
1515,1514,16,1514_desantis_ron desantis_desantis trump_politics government desantis
1516,1515,15,1515_cook weekend quarantine_weekend quarantine_weekend quarantine life_cookbooks cook weekend
1517,1516,15,1516_independence day us_fourth july_us july coronavirus_july travel
1518,1517,15,1517_missionaries_kidnapping hostages missionaries_hostages missionaries_missionaries gangs
1519,1518,15,1518_pentagon papers_pentagon papers vietnam_secrets pentagon papers_vietnam war classified
1520,1519,15,1519_greece_wildfires_greek island_greek
1521,1520,15,1520_remdesivir drug coronavirus_coronavirus ncov remdesivir_drug coronavirus ncov_coronavirus ncov drugs
1522,1521,15,1521_summer season beaches_vacations islands_travel vacations islands_travel vacations
1523,1522,15,1522_view solution_061 abacus makes_abacus_abacus makes
1524,1523,15,1523_outtake daily outtake_daily outtake_vs microphone_remix daily teaching
1525,1524,15,1524_immigration emigration asylum_immigration_right decisions verdicts_asylum right decisions
1526,1525,15,1525_quotation day_menaces east quotation_new disaster looms_quotation day misery
1527,1526,15,1526_runoff election results_runoff election_texas railroad commissioner_primaries caucuses texas
1528,1527,15,1527_risks safety concerns_coronavirus risks safety_coronavirus air coronavirus_airborne transmission coronavirus
1529,1528,15,1528_ebola_ebola virus_ebola outbreak_congo ebola
1530,1529,15,1529_pandas zoos_baby panda_national zoo panda_pandas zoos reproduction
1531,1530,15,1530_representatives indiana_house representatives indiana_indiana state senate_primaries caucuses indiana
1532,1531,15,1531_caliphate_terrorism hoaxes_terrorism hoaxes pranks_podcasts terrorism hoaxes
1533,1532,15,1532_tulsi gabbard_election tulsi_presidential election tulsi_election tulsi gabbard
1534,1533,15,1533_executive power_power executive_war emergency powers_emergency powers us
1535,1534,15,1534_evening briefing thursday_briefing thursday evening_thursday evening_thursday evening briefing
1536,1535,15,1535_book review_125 years book_years book review_literature book review
1537,1536,15,1536_representatives north carolina_house representatives north_caucuses elections house_congressional district primary
1538,1537,15,1537_opera coronavirus_opera coronavirus ncov_opera pandemic_pandemic opera
1539,1538,15,1538_briefing tuesday evening_evening briefing tuesday_tuesday evening_tuesday evening briefing
1540,1539,15,1539_today headlines_headlines today_headlines today headlines_times personal health
1541,1540,15,1540_kobe bryant_kobe bryant monday_coronavirus kobe bryant_kobe bryant weekend
1542,1541,15,1541_india_media freedom_censorship_protests riots computers
1543,1542,15,1542_defamation_fox news_libel slander_defamation suit
1544,1543,15,1543_maritime accidents_maritime accidents safety_boats boating_boating
1545,1544,15,1544_vocabulary_vocabulary video contest_second vocabulary_15 second vocabulary
1546,1545,15,1545_music movies_ennio morricone_music movies classical_composer
1547,1546,15,1546_election anxiety_presidential election anxiety_election anxiety stress_stress presidential election
1548,1547,15,1547_poker_cards card games_card games_series poker
1549,1548,15,1548_hawaii_hawaii covid_hawaii covid case_county hawaii covid
1550,1549,15,1549_pregnancy childbirth miscarriages_childbirth miscarriages_miscarriages women girls_pregnancy childbirth grief
1551,1550,15,1550_olympic games swimming_games swimming_swimming olympic_swimming olympic games
1552,1551,15,1551_screen time_screen_computer video games_applications social
1553,1552,15,1552_united states attorneys_changes united states_prosecutor fired trump_states attorneys federal
1554,1553,15,1553_jimmy carter_government jimmy carter_jimmy carter recovering_presidency us united
1555,1554,15,1554_puerto rico_islands coronavirus map_disease rates puerto_islands coronavirus
1556,1555,15,1555_tessa majors murder_murders homicides tessa_homicides tessa_homicides tessa majors
1557,1556,15,1556_limitation disarmament_arms control limitation_missiles missile defense_nuclear weapons
1558,1557,15,1557_plácido domingo_domingo_opera sexual harassment_sexual harassment opera
1559,1558,15,1558_cuomo_coronavirus ncov nursing_cuomo nursing home_cuomo nursing
1560,1559,15,1559_canada indigenous_indigenous people apologies_pope apologizes_apology indigenous
1561,1560,15,1560_baby foods_cookbooks baby foods_foods babies infants_baby foods babies
1562,1561,15,1561_globes monday_globes monday briefing_golden globes monday_australia golden globes
1563,1562,15,1562_climate_warming united states_global warming_global warming united
1564,1563,15,1563_governors us_governors_states reopen_ncov governors us
1565,1564,15,1564_climate change_countries alternative renewable_climate change global_warming corporations
1566,1565,15,1565_nobel prizes_nobel prize medicine_nobel prizes chemistry_prizes chemistry
1567,1566,15,1566_ellen_ellen degeneres_degeneres_television ellen degeneres
1568,1567,15,1567_dealbook summit_dealbook conference_dealbook summit dealbook_summit day lineup
1569,1568,15,1568_week football_week football learned_football week injuries_week injuries abound
1570,1569,15,1569_domestic violence_domestic violence women_violence women_girls domestic violence
1571,1570,15,1570_g7 leaders_g7 summit_g7 meeting_meeting get know
1572,1571,15,1571_asylum seekers_immigration emigration asylum_immigration_right immigration
1573,1572,14,1572_read document read_document read_document_document read letter
1574,1573,14,1573_speedskating_speedskating olympic games_speedskating olympic_olympic games speedskating
1575,1574,14,1574_services restaurants_delivery services restaurants_services restaurants mobile_restaurants mobile applications
1576,1575,14,1575_elections senate_susan collins maine_susan collins changed_elections senate susan
1577,1576,14,1576_kids weekend children_weekend children_things kids weekend_weekend children childhood
1578,1577,14,1577_godfather_movies godfather_godfather huge_godfather huge risk
1579,1578,14,1578_second wave mayor_virus wave_coronavirus new york_second wave
1580,1579,14,1579_delhi_new delhi_pollution_air pollution
1581,1580,14,1580_kamila valieva_doping_doping sports_skating olympic
1582,1581,14,1581_robberies thefts_robberies thefts jewels_thefts jewels jewelry_thefts jewels
1583,1582,14,1582_election internalelectionopen hawaii_hawaii election results_hawaii election_caucuses hawaii
1584,1583,14,1583_water main_main break_floods_floods transit systems
1585,1584,14,1584_astroworld_astroworld music_astroworld music festival_music festival stampede
1586,1585,14,1585_5g_wireless communications airlines_communications airports_5g wireless communications
1587,1586,14,1586_massachusetts primary_election internalelectionopen massachusetts_massachusetts senate_caucuses massachusetts
1588,1587,14,1587_museums organized labor_museums organized_union museums_museums collective bargaining
1589,1588,14,1588_parnas_lev parnas_politics government lev_government lev parnas
1590,1589,14,1589_uganda_ugandan_politics government ugandan_uganda opposition
1591,1590,14,1590_airlines airplanes vaccination_airplanes vaccination immunization_airlines airplanes_immunization airlines airplanes
1592,1591,14,1591_lockdown vaccine mandate_austria new lockdown_covid vaccine mandate_immunization demonstrations protests
1593,1592,14,1592_girls womens rights_women girls womens_mexico women_women mexico
1594,1593,14,1593_oscars_oscars parties_oscars parties social_awards oscars parties
1595,1594,14,1594_representatives maryland_house representatives maryland_elections maryland_primaries caucuses elections
1596,1595,14,1595_briefing monday evening_evening briefing monday_monday evening briefing_monday evening
1597,1596,14,1596_colin powell_international relations colin_iraq war colin_relations colin powell
1598,1597,14,1597_poland_abortion ban_poland new abortion_poland new
1599,1598,14,1598_de blasio_blasio_bill de blasio_blasio says
1600,1599,14,1599_election internalelectionopen vermont_vermont election results_vermont election_primaries caucuses vermont
1601,1600,14,1600_stroke_john fetterman_senate midterm elections_government stroke
1602,1601,14,1601_coronavirus ncov polls_new poll finds_suffer pandemic whiplash_leaders alike survey
1603,1602,14,1602_students freedom speech_students freedom_first amendment_cheerleaders social media
1604,1603,14,1603_land use policies_federal lands_government land use_politics government land
1605,1604,14,1604_restaurants french_restaurants french food_french food cuisine_brasserie
1606,1605,14,1605_reparations race ethnicity_reparations race_people blacks reparations_blacks reparations
1607,1606,14,1606_wearable_wearable computing_watches_watches clocks
1608,1607,14,1607_boulder_colo shooting march_boulder colo shooting_march mass shootings
1609,1608,14,1608_democrats presidential election_democrats 2020_inside democrats 2020_election democrats agree
1610,1609,14,1609_toilet paper_bathrooms toilets_buying toilet paper_around world panic
1611,1610,14,1610_wines_elite wine group_harassment wines_wines race ethnicity
1612,1611,14,1611_fatalities men boys_men boys epidemics_immune system women_coronavirus ncov estrogen
1613,1612,14,1612_counterfeit merchandise_merchandise_counterfeit_consumer reviews frauds
1614,1613,14,1613_get million real_million real estate_residential get million_housing residential get
1615,1614,14,1614_2019 going picture_2019 going_2019_going picture sept
1616,1615,14,1615_river tunnels project_hudson river tunnels_bridges tunnels_tunnels railroads
1617,1616,14,1616_television like_television like recap_like episode recap_like episode
1618,1617,14,1617_venice biennale_art venice biennale_biennale venice biennale_biennale venice
1619,1618,14,1618_burkina faso_detat attempted coups_attempted coups_burkina faso coups
1620,1619,14,1619_arctic_polar bears ice_polar bears_poets siberian dilemma
1621,1620,14,1620_maps_navigation_new map fix_map fix
1622,1621,14,1621_divestitures luxury_acquisitions divestitures luxury_divestitures luxury goods_luxury goods services
1623,1622,14,1622_tax evasion_federal taxes_us tax evasion_tax evasion tax
1624,1623,14,1623_lawns_great american lawn_american lawn_manufactured lawns
1625,1624,14,1624_new hampshire senate_hampshire governor election_hampshire election_caucuses new hampshire
1626,1625,14,1625_nicaragua_prisoners nicaragua_political prisoners nicaragua_protests riots hunger
1627,1626,14,1626_folk music documentary_dave grohl_folk music_literature music
1628,1627,14,1627_1918 flu_1918 pandemic_epidemics influenza_1918 epidemics
1629,1628,14,1628_puzzles movies_crossword puzzles movies_movie crossword puzzles_movies take place
1630,1629,14,1629_artificial intelligence computers_intelligence computers internet_intelligence discrimination_artificial intelligence discrimination
1631,1630,14,1630_lottery_cracked lottery_man cracked lottery_lottery queen
1632,1631,14,1631_war coronavirus_afghanistan war coronavirus_afghanistan coronavirus_coronavirus ncov afghanistan
1633,1632,14,1632_jacob blake_misconduct shootings jacob_shootings jacob_shootings jacob blake
1634,1633,13,1633_redistricting_state legislatures decisions_redistricting reapportionment elections_reapportionment state legislatures
1635,1634,13,1634_deficit hyperactivity disorder_deficit hyperactivity_attention deficit hyperactivity_attention deficit
1636,1635,13,1635_passports_passports travel_passports coronavirus_warnings passports coronavirus
1637,1636,13,1636_playstation_video game system_system playstation_game system playstation
1638,1637,13,1637_louvre_leonardo da_leonardo da vinci_louvre leonardo
1639,1638,13,1638_menstruation_menstruation women_menstruation women girls_pads tampons
1640,1639,13,1639_gentrification_city empire decline_york city empire_city new york
1641,1640,13,1640_heisman trophy football_obituaries heisman trophy_trophy heisman trophy_heisman trophy heisman
1642,1641,13,1641_starliner_boeing starliner_spaceflight_starliner spacecraft
1643,1642,13,1642_dune_sounds dune_dune rice krispies_dune movies
1644,1643,13,1643_olivia rodrigo_rock music olivia_music olivia rodrigo_olivia rodrigo sour
1645,1644,13,1644_aretha_aretha franklin_franklin_franklin estate
1646,1645,13,1645_emergency medical treatment_emergency medical_ventilators_protective clothing gear
1647,1646,13,1646_wells fargo_institutions wells fargo_financial institutions wells_banking financial institutions
1648,1647,13,1647_sequoias_trees shrubs wildfires_sequoias wildfires_sequoias wildfires fires
1649,1648,13,1648_allyson felix_olympic games track_track field allyson_olympic medal
1650,1649,13,1649_charlottesville_charlottesville va violence_neo nazi groups_august rightwing extremism
1651,1650,13,1650_awards oscars_slapped chris rock_rock oscars academy_smith slapped
1652,1651,13,1651_ukraine latest developments_developments war ukraine_war ukraine latest_war ukraine
1653,1652,13,1652_hunting italy_house hunting italy_sardinia_coast sardinia real
1654,1653,13,1653_probiotics_fiber dietary_dietary_tract diet nutrition
1655,1654,13,1654_freedom religion_verdicts freedom religion_decisions verdicts freedom_verdicts freedom
1656,1655,13,1655_teeth dentistry_dentistry coronavirus_teeth dentistry coronavirus_dentistry coronavirus ncov
1657,1656,13,1656_peaceful transfer power_peaceful transfer_free fair election_america awaits winner
1658,1657,13,1657_stocks bonds united_states economy presidential_economy presidential election_election stocks bonds
1659,1658,13,1658_rabbis_judaism rabbis_judaism rabbis deaths_rabbis deaths obituaries
1660,1659,13,1659_capitol riot_riot storming_riot storming us_capitol riot storming
1661,1660,13,1660_snow snowstorms_snowstorms vaccination_immunization snow snowstorms_vaccination immunization snow
1662,1661,13,1661_hutchinson_cassidy hutchinson_hutchinson testimony_politics government cassidy
1663,1662,13,1662_remote voting_remote_remote voting pandemic_allow remote voting
1664,1663,13,1663_music documentary films_music documentary_pop rock music_rock music
1665,1664,13,1664_saudi_biden saudi_human rights violations_international relations oil
1666,1665,13,1665_writing_writing writers computers_writers computers_writers computers internet
1667,1666,13,1666_turkey erdogan_erdogan trump_government meeting erdogan_government erdogan trump
1668,1667,13,1667_bannon_steve bannon_frauds swindling border_swindling border barriers
1669,1668,13,1668_virgil_apparel virgil abloh_apparel virgil_fashion apparel virgil
1670,1669,13,1669_bitcoin_bitcoin currency electric_virtual currency bitcoin_currency bitcoin
1671,1670,13,1670_indigenous people_journalist expert_indigenous people murders_persons indigenous
1672,1671,13,1671_cyclone amphan_cyclones evacuations evacuees_bangladesh cyclone amphan_bangladesh cyclone
1673,1672,13,1672_vehicles russian invasion_vehicles russian_automobiles russian invasion_automobiles russian
1674,1673,13,1673_friendships_friendship_friends_friendship emotions psychology
1675,1674,13,1674_bagels_bagels ovens_products bagels_baked products bagels
1676,1675,13,1675_fathers day_father day_day father_fathers day content
1677,1676,13,1676_politics quiz united_summer politics quiz_summer politics_politics government two
1678,1677,13,1677_vacations coronavirus ncov_culture travel_travel vacations coronavirus_vacations coronavirus
1679,1678,13,1678_digestive tract_headaches drugs pharmaceuticals_headaches children childhood_acupuncture may ease
1680,1679,13,1679_fears bottleneck recession_shortages hurting germany_hurting germany_bottleneck recession
1681,1680,13,1680_mammoths_mammoths animals_mammoth_paleontology ice age
1682,1681,13,1681_delivery services_residential delivery services_90 000 packages_stolen real estate
1683,1682,13,1682_mao_xi jinping_mao politics_mao politics government
1684,1683,13,1683_sale new jersey_new jersey long_long island real_island real estate
1685,1684,13,1684_daniel prude death_death police brutality_misconduct shootings black_prude police brutality
1686,1685,13,1685_black lives matter_black lives_lives matter movement_says black lives
1687,1686,13,1686_madeleine albright_samantha power_secretary state dies_madeleine albright first
1688,1687,13,1687_humanities_endowment humanities_national endowment humanities_endowment humanities announces
1689,1688,13,1688_barnard student_campus_boston college student_crime criminals family
1690,1689,13,1689_boy scouts_abuse neglect_child abuse neglect_child abuse
1691,1690,13,1690_child pornography_television child pornography_pornography sex crimes_child pornography sex
1692,1691,13,1691_mexico president_politics government mexicans_government mexicans_government mexicans worry
1693,1692,13,1692_argentina economic_poverty argentina_argentina debt_politics government argentina
1694,1693,13,1693_smartphones_children childhood smartphones_addiction psychology_phones
1695,1694,13,1694_floyd protests presidential_george floyd_george floyd protests_floyd protests
1696,1695,13,1695_obituaries pilots_deaths obituaries pilots_pilots defense military_ii military aircraft
1697,1696,13,1696_office banking financial_berkshire hathaway_coronavirus reopenings goldman_wall street
1698,1697,13,1697_young adults_medicine health youth_youth age chronological_younger adults
1699,1698,13,1698_news quiz_news quiz jan_headlines news quiz_weekly news quiz
1700,1699,13,1699_andrew yang_election andrew yang_election andrew_presidential election andrew
1701,1700,13,1700_residential noise_housing residential noise_noise complaint_construction noise
1702,1701,13,1701_robocalls_robocall_telemarketing telephones_telemarketing telephones telecommunications
1703,1702,13,1702_nan_nan nan_nan nan nan_nan nan internalessential
1704,1703,13,1703_westchester_homes sale westchester_westchester connecticut real_sale connecticut westchester
1705,1704,13,1704_citrus fruits_cookbooks citrus fruits_cookbooks citrus_lemons recipes
1706,1705,13,1705_spiders_spider_insects_yourfeedscience yourfeedanimals insects
1707,1706,13,1706_briefing brexit_briefing brexit hong_thursday briefing brexit_briefing boris
1708,1707,13,1707_police traffic_police traffic stops_stops police_stops police brutality
1709,1708,13,1708_road trips_automobiles travel vacations_automobiles travel_vacations road trips
1710,1709,12,1709_litigation civil artist_civil artist_civil art_litigation civil art
1711,1710,12,1710_michael avenatti_stormy daniels_blackmail michael avenatti_blackmail michael
1712,1711,12,1711_sat college_college admission test_sat act_test act examination
1713,1712,12,1712_disney_amusement theme parks_theme parks_legislatures homosexuality bisexuality
1714,1713,12,1713_community colleges_colleges college_colleges_colleges universities united
1715,1714,12,1714_bernie sanders heart_sanders heart_sanders heart attack_heart bernie
1716,1715,12,1715_interior design furnishings_design furnishings_architecture interior design_architecture interior
1717,1716,12,1716_colorado election results_colorado election_internalelectionopen colorado election_election internalelectionopen colorado
1718,1717,12,1717_obituaries wrestling_deaths obituaries wrestling_wrestling deaths_wrestling deaths obituaries
1719,1718,12,1718_mines mining_mining coal_mines mining coal_coal miners
1720,1719,12,1719_elevators_elevators escalators_escalators_elevators escalators subways
1721,1720,12,1720_westworld_westworld season_television westworld season_television westworld
1722,1721,12,1721_personal narrative_annual personal narrative_personal narrative essay_narrative essay
1723,1722,12,1722_parade shooting july_highland park parade_park parade shooting_parade shooting
1724,1723,12,1723_weekend television documentary_programs much watching_films programs much_television documentary films
1725,1724,12,1724_collective bargaining_agreement automobiles_labor abuses testing_mexican factories
1726,1725,12,1725_measles_epidemics vaccination immunization_measles epidemics_measles epidemics vaccination
1727,1726,12,1726_bannon_executive privilege doctrine_executive privilege_jan executive privilege
1728,1727,12,1727_embargoes sanctions biden_sanctions russia_embargoes sanctions_sanctions putin
1729,1728,12,1728_music morgan wallen_country music_week country music_slur country music
1730,1729,12,1729_productivity_life optimize productivity_live life optimize_optimize productivity
1731,1730,12,1730_giuliani_rudy giuliani_politics government rudy_government rudy giuliani
1732,1731,12,1731_suburbs_discrimination suburbs_housing presidential election_suburbs segregation desegregation
1733,1732,12,1732_muslim americans_muslim americans discrimination_muslims islam discrimination_muslims islam
1734,1733,12,1733_chef spends sundays_food trucks_restaurants_products rockaways pizza
1735,1734,12,1734_disasters emergencies_pack go bag_service disasters emergencies_disasters emergencies weather
1736,1735,12,1735_cookware_cookware cooking cookbooks_frying pan cookware_favorite kitchen tools
1737,1736,12,1736_soccer russian invasion_ukraine world cup_invasion ukraine world_cup soccer russian
1738,1737,12,1737_egypt_metoo movement_womens rights sex_womens rights
1739,1738,12,1738_literature native americans_indigenous author_writing writers lakota_indigenous author artist
1740,1739,12,1739_philanthropy_mackenzie scott gives_philanthropy high net_philanthropy high
1741,1740,12,1740_guatemala_asylum deal guatemala_immigration_relations illegal immigration
1742,1741,12,1741_indian food cuisine_indian food_cookbooks indian food_cookbooks indian
1743,1742,12,1742_tamales_empanadas_cooking cookbooks mexican_cookbooks mexican food
1744,1743,12,1743_mayors_elections mayors_mayoral candidates_caucuses mayoral
1745,1744,12,1744_caribbean_divided covid_vacations coronavirus_travel vacations coronavirus
1746,1745,12,1745_grilling cooking_charcoal grill_cookbooks grilling cooking_cuisine charcoal grill
1747,1746,12,1746_longevity_longer longevity_business longevity_live longer
1748,1747,12,1747_wokeness_liberalism_woke_many facets wokeness
1749,1748,12,1748_year resolutions_new year resolutions_resolutions new year_resolutions year
1750,1749,12,1749_gig economy_selfemployment_freelancing_livery cabs gig
1751,1750,12,1750_earth day_day earth day_day 50 years_years earth day
1752,1751,12,1751_elections mayors sexual_mayors sexual harassment_mayors sexual_scott stringer
1753,1752,12,1752_wisconsin election results_wisconsin election_election internalelectionopen wisconsin_wisconsin presidential
1754,1753,12,1753_epic games_competition issues_laws competition issues_antitrust laws competition
1755,1754,12,1754_emmett till_emmett till memorial_civil rights movement_rights movement murders
1756,1755,12,1755_seoul_korean mayor_south korean mayor_seoul mayor
1757,1756,12,1756_korea feud_south korea feud_relations japan south_international relations japan
1758,1757,12,1757_election internalelectionopen wyoming_wyoming election results_wyoming election_internalelectionopen wyoming election
1759,1758,12,1758_mr robot_robot season_television mr robot_mr robot season
1760,1759,12,1759_venus_venus planet_venus planet space_space astronomy
1761,1760,12,1760_financial institutions regulation_institutions regulation_institutions regulation deregulation_reinvestment act
1762,1761,12,1761_reopenings economic_coronavirus reopenings economic_yorkers fled_new yorkers fled
1763,1762,12,1762_football organized labor_football organized_football disability insurance_football disability
1764,1763,12,1763_lunar new_lunar new year_new year recipes_year recipes
1765,1764,12,1764_australian democracy_australia new leader_australia election_australia new
1766,1765,12,1765_telegram_brazil_misinformation instant messaging_mobile applications rumors
1767,1766,12,1766_homicides robert durst_murders homicides robert_homicides robert_robert durst murder
1768,1767,12,1767_representatives new jersey_house representatives new_representatives new_caucuses elections house
1769,1768,12,1768_teenagers adolescence_ncov teenagers adolescence_coronavirus ncov teenagers_teens
1770,1769,12,1769_amy cooper_accused black bird_amy cooper falsely_racial profiling amy
1771,1770,12,1770_yourfeedhealthcare nominee_drugs pharmaceuticals appointments_pharmaceuticals appointments executive_stephen hahn
1772,1771,12,1771_corrections november_2019 corrections november_november 2019 corrections_corrections november 2019
1773,1772,12,1772_spanish civil_spanish civil war_obituaries spanish civil_deaths obituaries spanish
1774,1773,12,1773_television fargo_fargo season_television fargo season_fargo season episode
1775,1774,12,1774_names personal_baby names_baby names went_lucifer baby
1776,1775,12,1775_million california real_million california_get million california_residential get million
1777,1776,12,1776_homeless_move homeless_homeless persons_move homeless people
1778,1777,12,1777_quantum_quantum computing_computers internet quantum_internet quantum
1779,1778,12,1778_didion writing writers_literature joan_literature joan didion_joan didion writing
1780,1779,12,1779_election internalelectionopen michigan_results elections presidential_michigan presidential election_election results elections
1781,1780,12,1780_civil rights movement_rights movement museums_rights movement black_literature civil rights
1782,1781,12,1781_television insecure recap_insecure recap season_recap season episode_season episode confession
1783,1782,12,1782_elizabeth olsen_actors actresses wandavision_television wandavision_actresses wandavision
1784,1783,12,1783_art coronavirus ncov_art coronavirus_art murals coronavirus_murals coronavirus
1785,1784,12,1784_television affair_affair season_affair season episode_television affair season
1786,1785,12,1785_us dollar currency_dollar currency euro_currency international_market us dollar
1787,1786,12,1786_europe heat_waves wildfires global_heat waves weather_europe heat wave
1788,1787,12,1787_happen yourfeedscience coronavirus_covid scientists_flu twindemic may_covid mysteries
1789,1788,12,1788_postal service post_service post offices_postal service election_halt postal
1790,1789,12,1789_2020 going picture_2020 going_march 2020 going_picture march 2020
1791,1790,12,1790_alex jones_shooting conspiracy theories_civil newtown_libel
1792,1791,12,1791_easter holy week_easter holy_easter_internalsubonlynl easter holy
1793,1792,12,1792_2021 going picture_2021 going_going picture april_26 2021 going
1794,1793,11,1793_floyd death_response george floyd_george floyd protests_floyd protests
1795,1794,11,1794_nafta_free trade agreement_trade agreement_new nafta
1796,1795,11,1795_frauds swindling_frauds_scammers_frauds swindling elderly
1797,1796,11,1796_recaps biden_celebrates joe biden_seth meyers_television seth meyers
1798,1797,11,1797_cyberwarfare_cyberwarfare defense_cyberwarfare defense politics_defense politics government
1799,1798,11,1798_sculpture deserts_deserts federal lands_mysterious monolith_monolith utah
1800,1799,11,1799_laundry_laundry laundromats_washing machines dryers_dryers
1801,1800,11,1800_election amy klobuchar_presidential election amy_election amy_klobuchar amy
1802,1801,11,1801_sexual assault_kevin spacey accused_civil kevin spacey_spacey accuser
1803,1802,11,1802_draft recruitment sports_basketball draft recruitment_basketball draft_draft basketball draft
1804,1803,11,1803_privacy_surveillance citizens_surveillance citizens government_government privacy
1805,1804,11,1804_lawrence cult_sarah lawrence cult_lawrence cult case_cult case
1806,1805,11,1805_smart home_smart homes_automation smart homes_home automation smart
1807,1806,11,1806_malta_assassinations_assassinations attempted assassinations_journalist murder
1808,1807,11,1807_chinatown_chinatown museum_museums chineseamericans_signs signage chineseamericans
1809,1808,11,1808_vaccination immunization elderly_immunization elderly_coronavirus ncov elderly_ncov elderly
1810,1809,11,1809_apple_internet smartphones iphone_ecommerce apple_smartphones iphone
1811,1810,11,1810_online dating_dating_applications dating relationships_dating apps
1812,1811,11,1811_waukesha wis holiday_wis holiday parade_parade attack waukesha_attack waukesha
1813,1812,11,1812_inaugurations_inaugurations united states_inaugurations united_music inaugurations
1814,1813,11,1813_furniture design lighting_furnishings furniture design_residential interior design_lamps lampshades
1815,1814,11,1814_sewage_sewers sewage_ncov sewers sewage_coronavirus ncov sewers
1816,1815,11,1815_classical albums hear_classical albums_music classical albums_classical music classical
1817,1816,11,1816_attempted assassinations_assassinations attempted assassinations_shinzo abe assassinated_abe assassinated
1818,1817,11,1817_therapy_mental health providers_mental health_therapy rehabilitation
1819,1818,11,1818_2021 new york_times news quiz_york times news_news quiz october
1820,1819,11,1819_billion property tax_tax revenue_budgeting coronavirus ncov_budgets budgeting coronavirus
1821,1820,11,1820_controls subsidies_crop controls subsidies_controls subsidies corruption_subsidies corruption
1822,1821,11,1821_olive oil olive_oil olive oil_agriculture farming olive_oils fats olive
1823,1822,11,1822_perry mason_television perry mason_perry mason season_mason season episode
1824,1823,11,1823_alberto salazar_alberto_running doping sports_oregon project
1825,1824,11,1824_plays musicals go_musicals go weekend_musicals go_go weekend theater
1826,1825,11,1825_rural america_rural areas united_rural america united_rural america rural
1827,1826,11,1826_oath keepers_oath keepers leader_sedition storming_sedition storming us
1828,1827,11,1827_less real estate_000 less real_homes sold_residential homes sold
1829,1828,11,1828_latest member congress_congress test positive_positive covid 19_tests positive covid
1830,1829,11,1829_manners content_manners content type_etiquette manners content_manners
1831,1830,11,1830_project veritas_first amendment_media first amendment_freedom press
1832,1831,11,1831_election results 2020_results 2020 elections_primaries caucuses live_presidential election live
1833,1832,11,1832_made crossword crossword_puzzles made crossword_crossword puzzles made_profile made crossword
1834,1833,11,1833_solar system_solar system space_calendar solar system_calendar solar
1835,1834,11,1834_turtles tortoises_invasive species_rescue endangered turtles_seas bring turtle
1836,1835,11,1835_museums global warming_museums global_global warming museums_environment festival
1837,1836,11,1836_casualties war crimes_syria used_syria used chemical_used chemical weapons
1838,1837,11,1837_lodgings coronavirus ncov_lodgings coronavirus_travel lodgings coronavirus_coronavirus ncov hostels
1839,1838,11,1838_thomas cook_airplanes greenhouse gas_airlines airplanes_hays travel
1840,1839,11,1839_vote ballot voting_voting rights registration_vote ballot today_ballot today
1841,1840,11,1840_flying cars_flying_flying car_cars
1842,1841,11,1841_house representatives kentucky_representatives kentucky_results midterm elections_primaries caucuses elections
1843,1842,11,1842_best worst things_year new decade_lot better 2020_new decade 2020
1844,1843,11,1843_grenfell tower_grenfell tower fire_fire grenfell_years grenfell fire
1845,1844,11,1844_buzzfeed_divestitures news_divestitures news news_acquisitions divestitures news
1846,1845,11,1845_ted cruz_cruz_ted_politics government ted
1847,1846,11,1846_2019 corrections nov_corrections nov_nov_2019 corrections
1848,1847,11,1847_zoning_land real estate_zoning urban areas_zoning urban
1849,1848,11,1848_classified information_information state secrets_classified information state_state secrets archives
1850,1849,11,1849_variety split decisions_decisions variety split_split decisions variety_split decisions crossword
1851,1850,11,1850_hispanicamericans coronavirus_hispanic american families_hispanic americans hispanicamericans_hispanicamericans coronavirus aid
1852,1851,11,1851_airplanes customs tariff_airplanes customs_tariffs_europe impose tariffs
1853,1852,11,1852_renters_estate brokers real_fees real estate_landlords prices fares
1854,1853,11,1853_abraham lincoln_historical constitution us_slavery historical constitution_historical constitution
1855,1854,11,1854_lovecraft_lovecraft country_lovecraft country television_monsters lovecraft
